raw,sub,rating,start,end
Hey Lauren clarinet would like you all to know about this event hosted by BRIC Hey everyone so on Sunday http fb me 268bok1aA,Lauren clarinet would like you all to know about this event hosted by BRIC Hey everyone so on Sunday http fb me,0.66,1,22
sglatt711 Riri is the queen of shade Because her forehead blocks out the sun,sglatt711 Riri is the queen of shade Because her forehead blocks out the sun,0.66,0,13
Someday I ll have a party and that party ll be named Angelo s 18th yes after 2 more years I just turned Sixteen and I m a college student,Someday,1.0,0,0
Someday I ll have a party and that party ll be named Angelo s 18th yes after 2 more years I just turned Sixteen and I m a college student,I ll have a party and that party ll be named Angelo s 18th yes after 2 more years I just turned Sixteen and I,0.66,1,25
On Thursday over fifty countries and international organisations will come together for the London Conference on http fb me JZlsET1t,On Thursday over fifty countries and international organisations will come together for the London Conference on http,0.66,0,16
Damn I would totally buy the Sun for this michaelroston Future of news again Free Hawkeye Lego with Murdoch s Sun http pinterest com pin 118008452707468663,Damn I would,0.66,0,2
Damn I would totally buy the Sun for this michaelroston Future of news again Free Hawkeye Lego with Murdoch s Sun http pinterest com pin 118008452707468663,totally,1.0,3,3
Damn I would totally buy the Sun for this michaelroston Future of news again Free Hawkeye Lego with Murdoch s Sun http pinterest com pin 118008452707468663,buy the Sun for this michaelroston Future of news again Free Hawkeye Lego with Murdoch s Sun,0.66,4,20
WSJ The U S Postal Service reported a 5 2 billion quarterly loss says it is nearly out of cash Sat mail will be gone very soon,WSJ The U S Postal Service reported a 5 2,0.66,0,9
WSJ The U S Postal Service reported a 5 2 billion quarterly loss says it is nearly out of cash Sat mail will be gone very soon,billion,0.0,10,10
WSJ The U S Postal Service reported a 5 2 billion quarterly loss says it is nearly out of cash Sat mail will be gone very soon,quarterly loss says it is nearly out of cash Sat mail will be gone,0.66,11,24
haven t watched TTOA with Eng Sub yet gotta sleep now gonna watch it tomorrow O zZ Gud nite tlist,haven t watched TTOA with Eng Sub yet gotta sleep now gonna watch it tomorrow O zZ Gud,0.66,0,17
played the song Ain t No Need To Worry Album Version by THE WINANS on myspace http lnk ms X9241,played the song Ain t No Need To Worry Album Version by THE WINANS on myspace,0.66,0,15
Our SE member the Alresford Community Choir to share the stage with Brit Award winning TheBandBlake on Sep 15 TRwinchester How exciting,Our SE member the Alresford Community Choir to share the stage with Brit Award,0.66,0,13
Our SE member the Alresford Community Choir to share the stage with Brit Award winning TheBandBlake on Sep 15 TRwinchester How exciting,winning,1.0,14,14
Our SE member the Alresford Community Choir to share the stage with Brit Award winning TheBandBlake on Sep 15 TRwinchester How exciting,TheBandBlake on Sep 15 TRwinchester,0.66,15,19
Our SE member the Alresford Community Choir to share the stage with Brit Award winning TheBandBlake on Sep 15 TRwinchester How exciting,How exciting,1.0,20,21
Nobel Peace laureate Jose Ramos Horta warned Monday that Syria risked becoming a new Somalia as he voiced pessim http tf to a7bF6,Nobel Peace laureate Jose Ramos,0.66,0,4
Nobel Peace laureate Jose Ramos Horta warned Monday that Syria risked becoming a new Somalia as he voiced pessim http tf to a7bF6,Horta,0.0,5,5
Nobel Peace laureate Jose Ramos Horta warned Monday that Syria risked becoming a new Somalia as he voiced pessim http tf to a7bF6,warned Monday that,0.66,6,8
Nobel Peace laureate Jose Ramos Horta warned Monday that Syria risked becoming a new Somalia as he voiced pessim http tf to a7bF6,Syria,0.0,9,9
Nobel Peace laureate Jose Ramos Horta warned Monday that Syria risked becoming a new Somalia as he voiced pessim http tf to a7bF6,risked becoming a new Somalia as he voiced pessim http tf,0.66,10,20
I m excited for Riri s 7th studio album Unapologetic See the album cover pic twitter com 75sWc2pd,I,0.66,0,0
I m excited for Riri s 7th studio album Unapologetic See the album cover pic twitter com 75sWc2pd,m,1.0,1,1
I m excited for Riri s 7th studio album Unapologetic See the album cover pic twitter com 75sWc2pd,excited for Riri s 7th studio album Unapologetic See the album,0.66,2,12
Every Thursday I fall more and more in love with Maya Rudolph,Every Thursday I,0.66,0,2
Every Thursday I fall more and more in love with Maya Rudolph,fall more and more in love,1.0,3,8
Every Thursday I fall more and more in love with Maya Rudolph,with Maya Rudolph,0.66,9,11
Open Dialog is cosponsoring with GLOBES to present to you Searching for Social Justice next Wednesday at 6pm http fb me K5jLTghb,Open Dialog is cosponsoring with GLOBES to present to you Searching for Social Justice next Wednesday at 6pm http,0.66,0,18
WednesdayWisdom from the old OzingaRMC Alsip Sign Do it now since it will be yesterday tomorrow pic twitter com Vc9dxiwJ,WednesdayWisdom from the old OzingaRMC Alsip Sign Do it now since it will be yesterday tomorrow pic,0.66,0,16
alfredoflores follow amandawanxo and meet her on NOVEMBER 26 she deserves to meet you crew justin She ll be at the bell center at 4,alfredoflores follow amandawanxo and meet her on NOVEMBER 26 she,0.66,0,9
alfredoflores follow amandawanxo and meet her on NOVEMBER 26 she deserves to meet you crew justin She ll be at the bell center at 4,deserves,1.0,10,10
alfredoflores follow amandawanxo and meet her on NOVEMBER 26 she deserves to meet you crew justin She ll be at the bell center at 4,to meet you crew justin She ll be at the bell center at,0.66,11,23
extra point is no good Its DSU 28 Morgan State 20 with 5 02 left in the 3rd quarter,extra point is,0.66,0,2
extra point is no good Its DSU 28 Morgan State 20 with 5 02 left in the 3rd quarter,no good,0.0,3,4
extra point is no good Its DSU 28 Morgan State 20 with 5 02 left in the 3rd quarter,Its DSU 28 Morgan State 20 with 5 02 left in the 3rd,0.66,5,17
I think Matty may have just implied that Max is doing a Christmas song Or Lulu Or Durston,I think Matty may have just implied that Max is doing a Christmas song Or Lulu Or Durston,0.66,0,17
I have tkts to see Plan B next Feb he has already announced his support acts Labrinth and Rudimental this news has made me tres happy,I have tkts to see Plan B next Feb he has already announced his support acts Labrinth and Rudimental this,0.66,0,19
I have tkts to see Plan B next Feb he has already announced his support acts Labrinth and Rudimental this news has made me tres happy,news has made me tres,1.0,20,24
Jadeybugg4 if you get ungrounded tomorrow go to Lauren s birthday kickback,Jadeybugg4 if you get ungrounded tomorrow go to Lauren s birthday,0.66,0,10
Three times Grammy nominated Brit Award nominee and Ivor Novella winner Joan Armatrading takes to the stage on Sunday http www goh co uk joan armatrading,Three times Grammy nominated Brit Award nominee and Ivor Novella winner Joan Armatrading takes to the stage on Sunday http,0.66,0,19
im spending my hole friday wit bo we gone blow sme keisha nd grab a pack of blacks nd watch the battle of lebron career vs CARMELO ANTHONY,im spending my hole friday wit bo we gone blow sme keisha nd grab a pack of blacks nd watch the battle of lebron career vs CARMELO ANTHONY,0.66,0,27
hey CaraCarriveau I have a concert this Saturday at Bedolla Skater Boyz in Alsip IL at 6pm Any chance I could get you to show,hey CaraCarriveau I have a concert this Saturday at Bedolla Skater Boyz in Alsip IL at 6pm Any chance I could get you to show,0.66,0,24
Scrubbin to the max tomorrow cause I gotta work out and leave for a game,Scrubbin to the max tomorrow cause I gotta work out and leave for a game,0.66,0,14
supersavvyme Food Diet and Fitness how to buy cheap bread At the end of the day or sunday afternoons the s http bit ly Y20Uem,supersavvyme Food Diet and Fitness how to buy cheap bread At the end of the day or sunday afternoons the s http bit ly,0.66,0,23
White Arrows play The Earl on OCTOBER 9TH with Family of the Year and The New Cassettes DON T MISS THIS http fb me 1C5fV8W7p,White Arrows play The Earl on OCTOBER 9TH with Family of the Year and The New Cassettes,0.66,0,16
White Arrows play The Earl on OCTOBER 9TH with Family of the Year and The New Cassettes DON T MISS THIS http fb me 1C5fV8W7p,DON T MISS,1.0,17,19
White Arrows play The Earl on OCTOBER 9TH with Family of the Year and The New Cassettes DON T MISS THIS http fb me 1C5fV8W7p,THIS,0.66,20,20
Volunteering 4 the Obama campaign this AM But I keep waitin 4 Olivia to come in yelling Super Tuesday is coming people KerryWashington,Volunteering 4 the Obama campaign this AM But I keep waitin 4 Olivia to come in yelling,0.66,0,16
Volunteering 4 the Obama campaign this AM But I keep waitin 4 Olivia to come in yelling Super Tuesday is coming people KerryWashington,Super,1.0,17,17
Volunteering 4 the Obama campaign this AM But I keep waitin 4 Olivia to come in yelling Super Tuesday is coming people KerryWashington,Tuesday is coming people KerryWashington,0.66,18,22
Anonymous WikiLeaks like Project Tyler to Launch in December A hacker who claims to be a member of the hackin http bit ly XXL9US,Anonymous WikiLeaks like Project Tyler to Launch in December A hacker who claims to be a member of the hackin http,0.66,0,20
I m gonna be blasting SS all day tomorrow idc,I,0.66,0,0
I m gonna be blasting SS all day tomorrow idc,m gonna be,1.0,1,3
I m gonna be blasting SS all day tomorrow idc,blasting SS all day tomorrow,0.66,4,8
Going to 3MPH a Woman s Walk Around the at Chautauqua Community House on Mon Nov 12 http zvents com e JgmeX 1V,Going to 3MPH a Woman s Walk Around the at Chautauqua Community House on Mon Nov 12 http,0.66,0,17
Erotic Asphyxiation Evanescence Strip Clubs and Kaaba have been the topics of my discussions today Happy Friday,Erotic Asphyxiation Evanescence Strip Clubs and Kaaba have been the topics of my discussions today,0.66,0,14
Erotic Asphyxiation Evanescence Strip Clubs and Kaaba have been the topics of my discussions today Happy Friday,Happy,1.0,15,15
Erotic Asphyxiation Evanescence Strip Clubs and Kaaba have been the topics of my discussions today Happy Friday,Friday,0.66,16,16
sue_bryce hey sue So excited to see you at WPPI U tomorrow We re coming don Canada and would love to buy you a drink catG_photo,sue_bryce hey sue,0.66,0,2
sue_bryce hey sue So excited to see you at WPPI U tomorrow We re coming don Canada and would love to buy you a drink catG_photo,So excited,1.0,3,4
sue_bryce hey sue So excited to see you at WPPI U tomorrow We re coming don Canada and would love to buy you a drink catG_photo,to see you at WPPI U tomorrow We re coming don Canada and,0.66,5,17
sue_bryce hey sue So excited to see you at WPPI U tomorrow We re coming don Canada and would love to buy you a drink catG_photo,would,1.0,18,18
sue_bryce hey sue So excited to see you at WPPI U tomorrow We re coming don Canada and would love to buy you a drink catG_photo,love to buy you a drink,0.66,19,24
Tyga s Careless World moving down five spots to No 48 with 8 300 Headed into his 10th week the YMCB rapper s LP has sold 199 400 records,Tyga s Careless World moving down five spots to No 48 with 8 300 Headed into his 10th week the YMCB rapper s LP has,0.66,0,24
on my YM shit right now just finished listening to I Am Not A Human Being now going onto Pink Friday after this hello Careless World,on my YM,0.66,0,2
on my YM shit right now just finished listening to I Am Not A Human Being now going onto Pink Friday after this hello Careless World,shit,0.0,3,3
on my YM shit right now just finished listening to I Am Not A Human Being now going onto Pink Friday after this hello Careless World,right now just finished listening to I Am Not A Human Being now going onto Pink Friday after this hello Careless World,0.66,4,25
MattP100 How would you call Price v Wladimir He has sparred with the Klitschko s hasn t he I m off to Kell Brook Saturday can t wait,MattP100 How would you call Price v Wladimir He has sparred with the Klitschko s hasn t he I m off to,0.66,0,21
MattP100 How would you call Price v Wladimir He has sparred with the Klitschko s hasn t he I m off to Kell Brook Saturday can t wait,Kell Brook,1.0,22,23
